"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2019-10",100.9188,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2019-11",100.746,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2019-12",100.4594,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2020-01",100.0988,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2020-02",99.50536,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2020-03",98.59174,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2020-04",97.93259,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2020-05",98.61712,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2020-06",99.82047,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2020-07",100.7976,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2020-08",101.3542,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2020-09",101.5633,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2020-10",101.8092,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2020-11",102.1027,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2020-12",102.1141,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2021-01",102.2656,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2021-02",102.4854,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2021-03",102.5913,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2021-04",102.8115,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2021-05",103.4458,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2021-06",104.1709,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2021-07",104.4877,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2021-08",104.5974,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2021-09",104.4728,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1962-02",103.1354,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1962-03",102.7757,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1962-04",102.6876,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1962-05",102.6501,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1962-06",102.6002,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1962-07",102.5679,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1962-08",102.5219,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1962-09",102.5048,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1962-10",102.4228,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1962-11",102.3698,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1962-12",102.2999,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1963-01",102.3361,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1963-02",102.4312,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1963-03",102.485,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1963-04",102.5049,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1963-05",102.4493,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1963-06",102.2084,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1963-07",101.9657,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1963-08",101.7232,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1963-09",101.441,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1963-10",101.0763,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1963-11",100.5586,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1963-12",99.89815,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1964-01",98.93714,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1964-02",97.85653,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1964-03",97.11417,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1964-04",96.48112,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1964-05",95.98789,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1964-06",95.74013,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1964-07",95.54223,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1964-08",95.40122,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1964-09",95.31521,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1964-10",95.15822,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1964-11",94.91962,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1964-12",94.81044,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1965-01",95.19534,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1965-02",95.93482,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1965-03",96.61395,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1965-04",97.02967,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1965-05",97.27856,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1965-06",97.5972,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1965-07",97.90933,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1965-08",98.1713,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1965-09",98.36662,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1965-10",98.60136,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1965-11",98.95948,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1965-12",99.37074,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1966-01",99.86613,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1966-02",100.3199,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1966-03",100.7212,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1966-04",100.924,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1966-05",100.9618,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1966-06",100.8964,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1966-07",100.8295,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1966-08",100.9185,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1966-09",101.0331,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1966-10",101.1271,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1966-11",101.2261,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1966-12",101.2309,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1967-01",101.0222,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1967-02",100.7631,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1967-03",100.494,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1967-04",100.3916,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1967-05",100.4248,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1967-06",100.4061,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1967-07",100.3163,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1967-08",100.1188,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1967-09",100.0029,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1967-10",99.96803,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1967-11",100.042,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1967-12",100.1121,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1968-01",100.1074,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1968-02",100.0818,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1968-03",100.1158,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1968-04",100.2398,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1968-05",100.3998,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1968-06",100.691,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1968-07",101.1466,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1968-08",101.6514,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1968-09",101.9963,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1968-10",102.191,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1968-11",102.2223,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1968-12",102.3188,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1969-01",102.6642,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1969-02",103.096,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1969-03",103.5786,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1969-04",103.8731,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1969-05",104.0264,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1969-06",103.9738,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1969-07",103.8452,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1969-08",103.8144,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1969-09",103.818,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1969-10",103.8423,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1969-11",103.8689,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1969-12",103.6975,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1970-01",103.3281,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1970-02",102.8769,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1970-03",102.2816,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1970-04",101.7015,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1970-05",101.1929,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1970-06",100.8291,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1970-07",100.545,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1970-08",100.1434,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1970-09",99.62978,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1970-10",99.10331,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1970-11",98.81021,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1970-12",98.49399,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1971-01",98.04589,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1971-02",97.51434,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1971-03",97.09299,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1971-04",97.0388,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1971-05",97.0704,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1971-06",96.93307,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1971-07",96.77652,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1971-08",96.62827,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1971-09",96.8568,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1971-10",97.34913,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1971-11",97.79287,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1971-12",98.15477,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1972-01",98.33972,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1972-02",98.54505,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1972-03",98.71825,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1972-04",98.86233,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1972-05",99.06664,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1972-06",99.41337,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1972-07",99.82384,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1972-08",100.3759,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1972-09",100.9961,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1972-10",101.5212,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1972-11",101.7942,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1972-12",102.0595,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1973-01",102.4856,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1973-02",103.0029,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1973-03",103.3881,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1973-04",103.7175,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1973-05",103.9826,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1973-06",104.0664,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1973-07",103.9392,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1973-08",103.8808,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1973-09",103.7391,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1973-10",103.4476,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1973-11",103.321,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1973-12",103.1703,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1974-01",102.8389,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1974-02",102.3535,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1974-03",101.7949,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1974-04",101.1703,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1974-05",100.4612,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1974-06",99.63439,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1974-07",98.73761,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1974-08",97.65286,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1974-09",96.37972,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1974-10",95.25047,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1974-11",94.41349,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1974-12",94.04236,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1975-01",94.04858,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1975-02",94.19668,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1975-03",94.3019,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1975-04",94.33826,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1975-05",94.33328,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1975-06",94.38233,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1975-07",94.70411,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1975-08",95.33556,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1975-09",96.06613,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1975-10",96.72662,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1975-11",97.22532,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1975-12",97.8078,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1976-01",98.40482,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1976-02",98.96999,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1976-03",99.34293,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1976-04",99.60426,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1976-05",99.80537,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1976-06",99.91111,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1976-07",100.0082,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1976-08",99.94313,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1976-09",99.78845,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1976-10",99.54996,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1976-11",99.06554,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1976-12",98.44749,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1977-01",97.85089,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1977-02",97.32464,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1977-03",96.89748,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1977-04",96.49075,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1977-05",96.24278,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1977-06",96.19942,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1977-07",96.25529,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1977-08",96.24767,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1977-09",96.15688,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1977-10",96.16438,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1977-11",96.38636,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1977-12",96.66212,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1978-01",96.89503,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1978-02",97.18625,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1978-03",97.60178,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1978-04",98.08527,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1978-05",98.39975,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1978-06",98.66717,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1978-07",99.00324,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1978-08",99.35284,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1978-09",99.71674,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1978-10",100.006,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1978-11",100.1887,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1978-12",100.4104,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1979-01",100.6577,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1979-02",100.7409,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1979-03",101.1201,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1979-04",101.6456,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1979-05",102.0987,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1979-06",102.2297,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1979-07",102.071,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1979-08",101.9598,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1979-09",101.8273,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1979-10",101.6163,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1979-11",101.4137,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1979-12",101.3553,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1980-01",101.2143,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1980-02",100.6134,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1980-03",99.57524,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1980-04",98.56033,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1980-05",97.92107,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1980-06",97.79248,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1980-07",97.70847,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1980-08",97.54793,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1980-09",97.36254,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1980-10",97.1279,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1980-11",96.97948,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1980-12",96.83383,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1981-01",96.69033,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1981-02",96.52075,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1981-03",96.36214,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1981-04",96.38366,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1981-05",96.58504,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1981-06",96.77513,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1981-07",96.88122,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1981-08",96.96287,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1981-09",97.00313,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1981-10",97.08295,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1981-11",97.08488,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1981-12",96.97049,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1982-01",96.88129,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1982-02",96.89569,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1982-03",96.91431,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1982-04",96.69614,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1982-05",96.30001,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1982-06",95.99604,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1982-07",95.79221,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1982-08",95.63554,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1982-09",95.61596,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1982-10",95.66283,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1982-11",95.71796,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1982-12",95.84204,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1983-01",95.90343,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1983-02",95.96474,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1983-03",96.11877,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1983-04",96.42709,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1983-05",96.8167,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1983-06",97.23177,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1983-07",97.34679,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1983-08",97.42908,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1983-09",97.55963,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1983-10",97.85756,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1983-11",98.1962,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1983-12",98.51864,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1984-01",98.80584,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1984-02",99.11148,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1984-03",99.37755,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1984-04",99.38482,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1984-05",99.40696,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1984-06",99.53918,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1984-07",99.67615,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1984-08",99.68641,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1984-09",99.63283,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1984-10",99.55835,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1984-11",99.48895,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1984-12",99.55869,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1985-01",99.61912,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1985-02",99.59886,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1985-03",99.45859,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1985-04",99.45661,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1985-05",99.56837,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1985-06",99.64177,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1985-07",99.71484,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1985-08",99.81962,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1985-09",99.95516,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1985-10",99.89067,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1985-11",99.73546,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1985-12",99.528,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1986-01",99.42184,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1986-02",99.46362,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1986-03",99.57648,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1986-04",99.65643,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1986-05",99.82748,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1986-06",99.96295,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1986-07",100.0205,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1986-08",100.0756,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1986-09",100.1253,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1986-10",100.2334,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1986-11",100.3573,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1986-12",100.5165,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1987-01",100.5304,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1987-02",100.4723,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1987-03",100.4721,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1987-04",100.4825,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1987-05",100.6475,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1987-06",100.7858,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1987-07",100.8547,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1987-08",100.9803,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1987-09",101.1434,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1987-10",101.192,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1987-11",101.2455,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1987-12",101.3547,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1988-01",101.4638,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1988-02",101.5463,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1988-03",101.573,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1988-04",101.6438,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1988-05",101.8385,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1988-06",102.0082,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1988-07",102.1015,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1988-08",102.2405,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1988-09",102.5203,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1988-10",102.7623,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1988-11",102.8633,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1988-12",102.8909,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1989-01",102.8909,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1989-02",102.8435,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1989-03",102.6642,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1989-04",102.4958,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1989-05",102.3058,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1989-06",102.2073,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1989-07",102.1586,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1989-08",102.0002,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1989-09",101.7648,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1989-10",101.6354,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","1989-11",101.6293,
